time_register,email,student_name,student_id,dob,gender,cccd,phone_number,student_email,faculty,major,class,year,gpa,address,distance,priority_reasons,evidence_images,note
08/02/2026,hoangvanlong537@gmail.com,Hoang Van Long,2251164537,09/06/2006,Nam,1205000537,0268294157,hoangvanlong537@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.98,Hưng Yên,136,,https://drive.google.com/file/d/1bQhrrpQxCrspOh8zLGdyzlxowPP6ZTqC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong538@gmail.com,Vu Thi Phuong,2251164538,24/04/2004,Nữ,1205000538,0043061895,vuthiphuong538@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,3.31,Hà Nội,197,,https://drive.google.com/file/d/1lCaVgv4nNzKqTDxJ47bIRmOYR5t4-HOD/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh539@gmail.com,Tran Van Binh,2251164539,18/08/2006,Nam,1205000539,0658227554,tranvanbinh539@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,3.18,Gia Lai,223,,https://drive.google.com/file/d/1BmOVYVZ3BDSTKrZtqepFfCF1D6-_a1Hw/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan540@gmail.com,Nguyen Van An,2251164540,07/06/2006,Nam,1205000540,0338304710,nguyenvanan540@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 4,3.88,Nam Định,44,,https://drive.google.com/file/d/1bTh3qiKZRec_J-K1HJq6C2XPmEBXpSxh/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu541@gmail.com,Le Thi Dieu,2251164541,21/01/2005,Nữ,1205000541,0392064658,lethidieu541@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 2,2.95,Nam Định,318,,https://drive.google.com/file/d/1jqyRWx-8ZdNOTQBUCEpcDBQFKU9qJCpk/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan542@gmail.com,Nguyen Van An,2251164542,07/02/2005,Nam,1205000542,0041648411,nguyenvanan542@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,03.06,Nghệ An,535,,https://drive.google.com/file/d/1ZSDSwv7GB7wSZhttTvlZaxLq1WuVHkqc/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh543@gmail.com,Dang Van Khanh,2251164543,08/01/2003,Nam,1205000543,0057969437,dangvankhanh543@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 4,2.26,Nam Định,256,,https://drive.google.com/file/d/1S6MVp7NJxunM5Ua681gUU5NLRcwZDev0/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong544@gmail.com,Vu Thi Phuong,2251164544,28/01/2004,Nữ,1205000544,0702676536,vuthiphuong544@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 1,3.46,Thanh Hóa,247,,https://drive.google.com/file/d/1TZsVwo4SGIwdEPKwxuMo5x_r24Pyow6E/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan545@gmail.com,Ngo Thi Lan,2251164545,13/07/2005,Nữ,1205000545,0423450883,ngothilan545@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 3,2.62,Nam Định,220,,https://drive.google.com/file/d/1pTlnIONkYjrAEpTNHED2XzU5c03I3jIy/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu546@gmail.com,Le Thi Dieu,2251164546,09/04/2006,Nữ,1205000546,0855144945,lethidieu546@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 1,2.60,Hà Nội,272,,https://drive.google.com/file/d/1joo4Rx61SpIIy1z-05oGZPygLzbmK45n/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh547@gmail.com,Dang Van Khanh,2251164547,06/01/2006,Nam,1205000547,0323130227,dangvankhanh547@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 2,3.29,Hưng Yên,13,,https://drive.google.com/file/d/1zlSv7ifseQGO20tzaYXWnNvGwoVRZ-Ue/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong548@gmail.com,Pham Van Cuong,2251164548,14/04/2005,Nam,1205000548,0807648907,phamvancuong548@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,3.53,Hà Nội,302,,https://drive.google.com/file/d/18dskLYTMNmYFRZHk0INASaPda-cktOLK/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh549@gmail.com,Dang Van Khanh,2251164549,25/11/2005,Nam,1205000549,0569267211,dangvankhanh549@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,2.70,Gia Lai,193,,https://drive.google.com/file/d/1xvXC9zpPzDZHmHYN1LT_maptQQ4bMgyr/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai550@gmail.com,Do Thi Mai,2251164550,30/04/2005,Nữ,1205000550,0429293192,dothimai550@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 2,2.21,Gia Lai,532,,https://drive.google.com/file/d/1_o1410bZSmMPiFgoKT9aPeKxAYVozmGM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu551@gmail.com,Le Thi Dieu,2251164551,23/06/2003,Nữ,1205000551,0935531053,lethidieu551@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.89,Hưng Yên,308,,https://drive.google.com/file/d/10DYqubLpldmPpRfhtPjq2EZunCUV02wU/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh552@gmail.com,Tran Van Binh,2251164552,19/01/2004,Nam,1205000552,0256394288,tranvanbinh552@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 1,2.74,Thanh Hóa,334,,https://drive.google.com/file/d/1uh2wMoCHTrEWgIyAWJ6nafzi-vYFdMQA/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh553@gmail.com,Bui Thi Hanh,2251164553,27/03/2004,Nữ,1205000553,0728322069,buithihanh553@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 3,3.99,Nam Định,7,,https://drive.google.com/file/d/1BTEicbnvEHMc-DdnDqeMnlgiyBvXn-wl/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong554@gmail.com,Vu Thi Phuong,2251164554,03/05/2004,Nữ,1205000554,0796414773,vuthiphuong554@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,3.80,Gia Lai,267,,https://drive.google.com/file/d/1bpA69DrRHJTBKyiGMdK0MC-dElgf40zG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh555@gmail.com,Bui Thi Hanh,2251164555,21/07/2005,Nữ,1205000555,0743015873,buithihanh555@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,2.73,Nam Định,439,,https://drive.google.com/file/d/1Hr4Vu-ck26FLFx_S1cEXX071LYPw-wrG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong556@gmail.com,Vu Thi Phuong,2251164556,24/11/2004,Nữ,1205000556,0462499166,vuthiphuong556@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 2,2.79,Gia Lai,132,,https://drive.google.com/file/d/157c_E7zn8U4iQFZom21m2aoM1t0xz16i/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu557@gmail.com,Le Thi Dieu,2251164557,12/05/2004,Nữ,1205000557,0125586480,lethidieu557@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.15,Lào Cai,587,,https://drive.google.com/file/d/1xq2s6HIw7jAYCbxAbHQ1I-7pzNnjQKr4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh558@gmail.com,Dang Van Khanh,2251164558,23/06/2004,Nam,1205000558,0842597450,dangvankhanh558@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,2.87,Hà Nội,318,,https://drive.google.com/file/d/11P4cP2mhPVmhxr5o2BxgOzpc1nakEbwE/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong559@gmail.com,Vu Thi Phuong,2251164559,17/06/2005,Nữ,1205000559,0547860099,vuthiphuong559@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,3.51,Lào Cai,404,,https://drive.google.com/file/d/1-2gZSk5yyLIOoCOO9nztckVVREId1DfQ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong560@gmail.com,Pham Van Cuong,2251164560,11/04/2004,Nam,1205000560,0365226490,phamvancuong560@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.26,Lào Cai,229,,https://drive.google.com/file/d/1PhecLOBs-XAxSMflXRMEmIinGDnDxxSj/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan561@gmail.com,Nguyen Van An,2251164561,27/12/2005,Nam,1205000561,0200873574,nguyenvanan561@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 1,3.38,Hà Nội,403,,https://drive.google.com/file/d/1h1_sdZwTRV-4QvHXSsf4Jz4Swfr926Gd/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh562@gmail.com,Dang Van Khanh,2251164562,22/10/2003,Nam,1205000562,0256313486,dangvankhanh562@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 1,2.73,Lào Cai,486,,https://drive.google.com/file/d/14OdLs81f1Mgb3ZtBSJhxICRdB-VD_W5a/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh563@gmail.com,Dang Van Khanh,2251164563,01/07/2005,Nam,1205000563,0970845438,dangvankhanh563@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,2.69,Hà Nội,486,,https://drive.google.com/file/d/1WI4ESTfH6v9qOFtGB26pOJNnXNrGin3S/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong564@gmail.com,Vu Thi Phuong,2251164564,22/03/2004,Nữ,1205000564,0338533507,vuthiphuong564@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 1,03.09,Lào Cai,459,,https://drive.google.com/file/d/1fTOv742nK4R1V5zuH-Kl5yfMmAhhO6WL/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai565@gmail.com,Do Thi Mai,2251164565,13/10/2003,Nữ,1205000565,0606284228,dothimai565@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 1,2.87,Nam Định,155,,https://drive.google.com/file/d/1q1CnT7nTkhEqCgiAEtXVrCw2XRGzGqT4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong566@gmail.com,Hoang Van Long,2251164566,09/09/2003,Nam,1205000566,0495531424,hoangvanlong566@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 3,3.97,Nghệ An,242,,https://drive.google.com/file/d/1KqvX44PD_yrp4ABAUzqaG3lfDZ8OnHpc/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan567@gmail.com,Ngo Thi Lan,2251164567,21/08/2003,Nữ,1205000567,0578438460,ngothilan567@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,2.83,Hà Nội,250,,https://drive.google.com/file/d/15rWhx36k3QKhsEElfasQ_6LH5Oe6D1N6/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong568@gmail.com,Hoang Van Long,2251164568,22/08/2006,Nam,1205000568,0916584782,hoangvanlong568@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 4,2.17,Hà Nội,311,,https://drive.google.com/file/d/1_yw55FjwrfsTXAPGdF3rGwdziBpuUmka/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong569@gmail.com,Hoang Van Long,2251164569,21/01/2006,Nam,1205000569,0238849579,hoangvanlong569@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 4,3.26,Lào Cai,41,,https://drive.google.com/file/d/1DLAzYYGx_Y6kFda1WTb9T2SftLKjLZ5h/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan570@gmail.com,Nguyen Van An,2251164570,22/10/2005,Nam,1205000570,0072446030,nguyenvanan570@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,2.61,Thanh Hóa,498,,https://drive.google.com/file/d/1Yvz5YH1w-VoYsO6BWZKgOZ8N0FDQ0Jba/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan571@gmail.com,Ngo Thi Lan,2251164571,20/01/2005,Nữ,1205000571,0890405613,ngothilan571@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,03.03,Nghệ An,396,,https://drive.google.com/file/d/12ehn76VVykobzBAuDRTphujWpH3OriWR/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh572@gmail.com,Dang Van Khanh,2251164572,27/12/2003,Nam,1205000572,0326594481,dangvankhanh572@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,3.68,Hưng Yên,451,,https://drive.google.com/file/d/1jbTsUmFA2KOGOLzV1d3aipCZiaTladBw/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan573@gmail.com,Ngo Thi Lan,2251164573,21/12/2005,Nữ,1205000573,0455659718,ngothilan573@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 2,3.54,Hưng Yên,116,,https://drive.google.com/file/d/1E58WMMPpdA6h6Om4Upp6L4QkRn9TuiKv/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai574@gmail.com,Do Thi Mai,2251164574,13/09/2004,Nữ,1205000574,0364521190,dothimai574@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 4,3.44,Nghệ An,310,,https://drive.google.com/file/d/1me0W866xvFq3Ii3T9XjosrcP3E7LFEi-/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan575@gmail.com,Ngo Thi Lan,2251164575,22/06/2005,Nữ,1205000575,0719479403,ngothilan575@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 1,3.37,Nghệ An,526,,https://drive.google.com/file/d/1xr6lP1heulG93m0j_OBzYkpng5BjEVb8/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan576@gmail.com,Nguyen Van An,2251164576,20/03/2004,Nam,1205000576,0657642442,nguyenvanan576@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,2.58,Nghệ An,157,,https://drive.google.com/file/d/102bA7NGPhG1nSuVeoN7wXaXwz9uNl6_K/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh577@gmail.com,Dang Van Khanh,2251164577,20/06/2005,Nam,1205000577,0422779867,dangvankhanh577@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 3,3.19,Hưng Yên,125,,https://drive.google.com/file/d/1ZcDL-KR5py6mUrmoKrYRi5T-nFIx9xyp/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong578@gmail.com,Hoang Van Long,2251164578,14/03/2005,Nam,1205000578,0849585897,hoangvanlong578@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 3,2.90,Gia Lai,265,,https://drive.google.com/file/d/1iiE3c0BJyHWHQiItP6lTwvf7LZT9k0lA/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh579@gmail.com,Tran Van Binh,2251164579,27/07/2006,Nam,1205000579,0485365106,tranvanbinh579@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 3,3.37,Hà Nội,229,,https://drive.google.com/file/d/1sADJkZrgxjMW_kH2UTzbw1mYdRG9Sw2w/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh580@gmail.com,Tran Van Binh,2251164580,24/09/2006,Nam,1205000580,0817580137,tranvanbinh580@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,2.72,Lào Cai,485,,https://drive.google.com/file/d/1PGmdXPWiF7C5m6FMEXCT0fTr-p_dax62/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh581@gmail.com,Bui Thi Hanh,2251164581,26/01/2003,Nữ,1205000581,0463148499,buithihanh581@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,3.81,Gia Lai,442,,https://drive.google.com/file/d/1BN6hxlAIiSujObGjrmq3ANrTDPeyh5te/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu582@gmail.com,Le Thi Dieu,2251164582,01/05/2003,Nữ,1205000582,0036711245,lethidieu582@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,2.51,Nghệ An,502,,https://drive.google.com/file/d/1BumBfX2o2DnhnisWt1NF3Zqxktifl45U/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong583@gmail.com,Vu Thi Phuong,2251164583,15/12/2003,Nữ,1205000583,0293456545,vuthiphuong583@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 2,03.08,Thanh Hóa,196,,https://drive.google.com/file/d/1HfXFa6gTDSvsIelm20zvJ56VXSkXRjwo/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong584@gmail.com,Hoang Van Long,2251164584,12/02/2003,Nam,1205000584,0703590616,hoangvanlong584@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 1,3.52,Nghệ An,353,,https://drive.google.com/file/d/1ezfSJ41WKqk1bkZhfQ5YuRaCJruC4isg/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan585@gmail.com,Nguyen Van An,2251164585,11/07/2006,Nam,1205000585,0074151818,nguyenvanan585@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 2,3.20,Nghệ An,240,,https://drive.google.com/file/d/13MzEzmWiJjpeL_AXsejPq8tjZVouo0fE/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh586@gmail.com,Bui Thi Hanh,2251164586,30/09/2006,Nữ,1205000586,0415309617,buithihanh586@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,2.83,Hà Nội,568,,https://drive.google.com/file/d/1i3G2z2VCk1zZ3p0Vhtoo9Vs_fwMStJ0I/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan587@gmail.com,Ngo Thi Lan,2251164587,16/11/2004,Nữ,1205000587,0825774170,ngothilan587@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,03.06,Thanh Hóa,46,,https://drive.google.com/file/d/1MUdqd81Hj-3U-EOxcDe_1hwxyYyI0hsM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh588@gmail.com,Bui Thi Hanh,2251164588,11/05/2006,Nữ,1205000588,0734450664,buithihanh588@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 1,2.71,Thanh Hóa,428,,https://drive.google.com/file/d/1wiP5QtsBuJtQn5dzdfT_59mgNAnGqLSj/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh589@gmail.com,Tran Van Binh,2251164589,23/11/2006,Nam,1205000589,0810327375,tranvanbinh589@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 2,2.85,Thanh Hóa,276,,https://drive.google.com/file/d/1-m5jx8tWgREJwZwGdFmiNd1dD4barqyy/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh590@gmail.com,Dang Van Khanh,2251164590,02/10/2006,Nam,1205000590,0246469186,dangvankhanh590@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,2.68,Gia Lai,216,,https://drive.google.com/file/d/1xVGF0N2t67dFG6lJZaUk9BpupS2Wt7Fl/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong591@gmail.com,Hoang Van Long,2251164591,22/03/2006,Nam,1205000591,0288927761,hoangvanlong591@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 4,3.70,Gia Lai,88,,https://drive.google.com/file/d/1vZo0xXLYW_Reo_xD7rSmyft0DjApnZVU/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong592@gmail.com,Hoang Van Long,2251164592,08/05/2005,Nam,1205000592,0692608544,hoangvanlong592@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 4,3.13,Gia Lai,177,,https://drive.google.com/file/d/1RW2xDSgZB26C8nMDMNkuHqlrg96LSks_/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh593@gmail.com,Dang Van Khanh,2251164593,24/06/2006,Nam,1205000593,0560119618,dangvankhanh593@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,2.79,Hà Nội,401,,https://drive.google.com/file/d/1VYpB6NX86r5dgyNSHyJORCqm7R0EULUu/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan594@gmail.com,Nguyen Van An,2251164594,16/01/2004,Nam,1205000594,0878139240,nguyenvanan594@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,2.90,Thanh Hóa,588,,https://drive.google.com/file/d/12-VV0Y6hQTKh_pYU7L0k8ZPdigzTFyAm/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan595@gmail.com,Ngo Thi Lan,2251164595,10/12/2004,Nữ,1205000595,0811286285,ngothilan595@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 3,03.03,Gia Lai,531,,https://drive.google.com/file/d/1Jg7sa2NUDlIv1T_IdDxO0voa0hlhK5i8/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu596@gmail.com,Le Thi Dieu,2251164596,16/09/2003,Nữ,1205000596,0931995689,lethidieu596@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 2,3.90,Nghệ An,145,,https://drive.google.com/file/d/1ap3_X9G_za0cHUwMi2BrLXR9L8xdgs9I/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu597@gmail.com,Le Thi Dieu,2251164597,16/05/2006,Nữ,1205000597,0181126364,lethidieu597@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 4,03.06,Nam Định,190,,https://drive.google.com/file/d/1imrczqS2A9r3MB2HQrFv1GU6m0sC-q9m/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh598@gmail.com,Dang Van Khanh,2251164598,02/11/2003,Nam,1205000598,0702126626,dangvankhanh598@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 4,3.23,Nghệ An,17,,https://drive.google.com/file/d/1HHnvV2iTabTO0Ic2yU5LuDvbKZGjwcym/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh599@gmail.com,Bui Thi Hanh,2251164599,12/06/2005,Nữ,1205000599,0252191393,buithihanh599@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 2,03.06,Hưng Yên,291,,https://drive.google.com/file/d/1K14gBnNzCSwFPXAumdPmhoX2Zqa7XVLN/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong600@gmail.com,Pham Van Cuong,2251164600,07/05/2004,Nam,1205000600,0847900754,phamvancuong600@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.65,Nghệ An,417,,https://drive.google.com/file/d/12CRg6Smu2A64x6SV292NQp8gsaSOlndC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu601@gmail.com,Le Thi Dieu,2251164601,26/10/2005,Nữ,1205000601,0569185136,lethidieu601@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,2.77,Gia Lai,485,,https://drive.google.com/file/d/1dlRBWgjvO-JddFXxvssLG-jkBvzpHn8_/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan602@gmail.com,Ngo Thi Lan,2251164602,14/05/2005,Nữ,1205000602,0387698424,ngothilan602@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,3.83,Nam Định,159,,https://drive.google.com/file/d/1u4-jT1mkmsBR2C6YMXFNZywvYnh_ZjsY/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh603@gmail.com,Bui Thi Hanh,2251164603,10/10/2004,Nữ,1205000603,0619924367,buithihanh603@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 3,3.46,Lào Cai,109,,https://drive.google.com/file/d/1alK3fp9CVblHG0LiXbCkvViEaFrqkSdC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh604@gmail.com,Dang Van Khanh,2251164604,19/11/2003,Nam,1205000604,0460461615,dangvankhanh604@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,3.91,Thanh Hóa,295,,https://drive.google.com/file/d/1Kjl2yX1SO04NjwTZ8zdhPDcI0DQ3vgDc/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
